Transaction_ID,Date,Year,Quarter,Month,Project_ID,Project_Name,Country,Location,Branch_or_Base,Donor_ID,Donor_Name,Grant_ID,Budget_Line_ID,Budget_Category,Budget_Line,Approved_Budget,Revised_Budget,Actual_Expenditure,Commitment,Forecast_Expenditure,Currency,Activity,Sector,Modality,Beneficiaries_Planned,Beneficiaries_Reached,Women,Men,Girls,Boys,Documentation_Status,Procurement_Status,Reporting_Status,Audit_Risk_Level,Compliance_Flag,Comments,Payment_Cycle,Transfer_Value,Households_Reached,Total_Cash_Transferred,PDM_Status,Distribution_Branch,Transfer_Modality,Donor_Deadline_Risk
"TXN-SYN-0295","2025-07-22","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D008","Red Cross Movement","G-REDC-P001-2025","BL014","Indirect Costs","Indirect cost recovery","87305","90797","59018","10896","82626","CHF","Health service support","Health","In-kind","125","109","37","29","23","20","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0296","2025-08-01","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D009","Private Foundation","G-PRIV-P002-2025","BL001","Human Resources","National staff salaries","88684","93118","61458","12105","87531","USD","Cash assistance payment","CVA","Cash","144","127","43","34","27","23","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","80","28","2240","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0297","2025-09-04","2025","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D010","Own Funds","G-OWNF-P003-2025","BL003","Programme Supplies","Medical and programme supplies","90063","87361","58532","12231","84741","EUR","Cash assistance payment","CVA","Cash","163","145","49","39","30","27","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","32","3040","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0298","2025-10-07","2025","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D001","ECHO","G-ECHO-P004-2025","BL004","CVA Transfers","Unconditional cash transfers","9442","9253","6292","1388","9253","EUR","Cash assistance payment","WASH","Service delivery","182","164","56","44","34","30","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","36","3960","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0299","2025-11-10","2025","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D002","BMZ","G-BMZ-P005-2025","BL005","CVA Transfers","Winter cash top-up","10821","10713","7392","321","9641","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0300","2025-12-13","2025","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D003","GFFO","G-GFFO-P006-2025","BL006","WASH Infrastructure","Water point rehabilitation","12200","12200","8540","488","11346","EUR","Health service support","Health","Support","220","202","69","55","42","36","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0301","2025-01-16","2025","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D004","UNICEF","G-UNIC-P001-2025","BL007","Health Services","Primary health service support","13579","13715","9738","686","13167","USD","Health service support","Health","In-kind","239","222","75","60","47","40","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0302","2025-02-19","2025","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D005","USAID","G-USAI-P002-2025","BL008","Logistics & Transport","Vehicle rental and fuel","14958","15257","10985","915","15104","USD","Cash assistance payment","CVA","Cash","258","243","83","66","51","43","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","53","9010","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0303","2025-03-22","2025","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D006","AECID","G-AECI-P003-2025","BL009","Training & Capacity Building","Branch and partner training","16337","16827","12284","1178","17164","EUR","Cash assistance payment","CVA","Cash","277","263","89","71","55","48","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","57","10545","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0304","2025-04-01","2025","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D007","EU Delegation","G-EUDE-P004-2025","BL010","Monitoring & Evaluation","PDM and field monitoring","17716","18425","13635","1474","19347","EUR","WASH service delivery","WASH","Service delivery","296","172","58","46","36","32","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","High"
"TXN-SYN-0305","2025-05-04","2025","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D008","Red Cross Movement","G-REDC-P005-2025","BL011","Administration","Office running costs","19095","20050","15038","1805","21655","CHF","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0306","2025-06-07","2025","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D009","Private Foundation","G-PRIV-P006-2025","BL012","Audit & Compliance","External audit and compliance checks","20474","19860","15094","1986","18669","USD","Health service support","Health","Support","334","200","68","54","42","36","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0307","2025-07-10","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D010","Own Funds","G-OWNF-P001-2025","BL014","Indirect Costs","Indirect cost recovery","21853","21416","16490","2356","20773","EUR","Health service support","Health","In-kind","353","215","73","58","45","39","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0308","2025-08-13","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D001","ECHO","G-ECHO-P002-2025","BL001","Human Resources","National staff salaries","23232","23000","17940","2760","23000","EUR","Cash assistance payment","CVA","Cash","372","231","79","62","49","41","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","Cycle 1","140","50","7000","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0309","2025-09-16","2025","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D002","BMZ","G-BMZ-P003-2025","BL003","Programme Supplies","Medical and programme supplies","24611","24611","19443","3199","25349","EUR","Cash assistance payment","CVA","Cash","391","246","84","66","52","44","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","Cycle 2","155","53","8215","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0310","2025-10-19","2025","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D003","GFFO","G-GFFO-P004-2025","BL004","CVA Transfers","Unconditional cash transfers","25990","26250","4725","3675","11550","EUR","Cash assistance payment","WASH","Service delivery","410","262","89","71","55","47","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","57","9690","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0311","2025-11-22","2025","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D004","UNICEF","G-UNIC-P005-2025","BL005","CVA Transfers","Winter cash top-up","27369","27916","5304","4187","13120","USD","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0312","2025-12-01","2025","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D005","USAID","G-USAI-P006-2025","BL006","WASH Infrastructure","Water point rehabilitation","28748","29610","5922","888","10955","USD","Health service support","Health","Support","448","296","101","80","62","53","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0313","2025-01-04","2025","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D006","AECID","G-AECI-P001-2025","BL007","Health Services","Primary health service support","30127","31332","6580","1253","12533","EUR","Health service support","Health","In-kind","467","313","106","85","66","56","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0314","2025-02-07","2025","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D007","EU Delegation","G-EUDE-P002-2025","BL008","Logistics & Transport","Vehicle rental and fuel","31506","33081","7278","1654","14225","EUR","Cash assistance payment","CVA","Cash","486","330","112","89","69","60","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","Cycle 3","110","72","7920","Pending","Lviv Branch","Prepaid card","High"
"TXN-SYN-0315","2025-03-10","2025","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D008","Red Cross Movement","G-REDC-P003-2025","BL009","Training & Capacity Building","Branch and partner training","32885","31898","7337","1914","14674","CHF","Cash assistance payment","CVA","Cash","505","348","118","94","73","63","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","76","9500","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0316","2025-04-13","2025","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D009","Private Foundation","G-PRIV-P004-2025","BL010","Monitoring & Evaluation","PDM and field monitoring","34264","33579","8059","2351","16454","USD","WASH service delivery","WASH","Service delivery","524","367","125","99","77","66","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0317","2025-05-16","2025","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D010","Own Funds","G-OWNF-P005-2025","BL011","Administration","Office running costs","35643","35287","8822","2823","18350","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0318","2025-06-19","2025","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D001","ECHO","G-ECHO-P006-2025","BL012","Audit & Compliance","External audit and compliance checks","37022","37022","9626","3332","20362","EUR","Health service support","Health","Support","562","405","138","109","85","73","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0319","2025-07-22","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D002","BMZ","G-BMZ-P001-2025","BL014","Indirect Costs","Indirect cost recovery","38401","38785","10472","3879","22496","EUR","Health service support","Health","In-kind","581","424","144","114","89","77","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0320","2025-08-01","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D003","GFFO","G-GFFO-P002-2025","BL001","Human Resources","National staff salaries","39780","40576","11361","4463","24751","EUR","Cash assistance payment","CVA","Cash","600","444","151","120","93","80","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","80","97","7760","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0321","2025-09-04","2025","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D004","UNICEF","G-UNIC-P003-2025","BL003","Programme Supplies","Medical and programme supplies","41159","42394","12294","5087","27132","USD","Cash assistance payment","CVA","Cash","619","464","158","125","97","84","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","101","9595","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0322","2025-10-07","2025","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D005","USAID","G-USAI-P004-2025","BL004","CVA Transfers","Unconditional cash transfers","42538","44240","13272","5751","29641","USD","Cash assistance payment","WASH","Service delivery","638","485","165","131","102","87","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","105","11550","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0323","2025-11-10","2025","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D006","AECID","G-AECI-P005-2025","BL005","CVA Transfers","Winter cash top-up","43917","46113","14295","6456","24440","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0324","2025-12-13","2025","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D007","EU Delegation","G-EUDE-P006-2025","BL006","WASH Infrastructure","Water point rehabilitation","45296","43937","14060","6591","24605","EUR","Health service support","Health","Support","676","527","179","142","111","95","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","High"
"TXN-SYN-0325","2025-01-16","2025","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D008","Red Cross Movement","G-REDC-P001-2025","BL007","Health Services","Primary health service support","46675","45742","15095","1372","21041","CHF","Health service support","Health","In-kind","695","549","187","148","115","99","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0326","2025-02-19","2025","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D009","Private Foundation","G-PRIV-P002-2025","BL008","Logistics & Transport","Vehicle rental and fuel","48054","47573","16175","1903","23311","USD","Cash assistance payment","CVA","Cash","714","571","194","154","120","103","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","124","21080","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0327","2025-03-22","2025","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D010","Own Funds","G-OWNF-P003-2025","BL009","Training & Capacity Building","Branch and partner training","49433","49433","17302","2472","25706","EUR","Cash assistance payment","CVA","Cash","733","594","202","160","125","107","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","129","23865","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0328","2025-04-01","2025","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D001","ECHO","G-ECHO-P004-2025","BL010","Monitoring & Evaluation","PDM and field monitoring","50812","51320","18475","3079","28226","EUR","WASH service delivery","WASH","Service delivery","752","617","210","167","130","110","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0329","2025-05-04","2025","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D002","BMZ","G-BMZ-P005-2025","BL011","Administration","Office running costs","52191","53235","19697","3726","30876","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","High"
"TXN-SYN-0330","2025-06-07","2025","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D003","GFFO","G-GFFO-P006-2025","BL012","Audit & Compliance","External audit and compliance checks","53570","55177","20967","4414","33658","EUR","Health service support","Health","Support","790","664","226","179","139","120","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0331","2025-07-10","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D004","UNICEF","G-UNIC-P001-2025","BL014","Indirect Costs","Indirect cost recovery","54949","57147","22287","5143","36574","USD","Health service support","Health","In-kind","809","688","234","186","144","124","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0332","2025-08-13","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D005","USAID","G-USAI-P002-2025","BL001","Human Resources","National staff salaries","56328","59144","23658","5914","39626","USD","Cash assistance payment","CVA","Cash","828","712","242","192","150","128","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","140","155","21700","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0333","2025-09-16","2025","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D006","AECID","G-AECI-P003-2025","BL003","Programme Supplies","Medical and programme supplies","57707","55976","22950","6157","39183","EUR","Cash assistance payment","CVA","Cash","847","737","251","199","155","132","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","Cycle 2","155","160","24800","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0334","2025-10-19","2025","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D007","EU Delegation","G-EUDE-P004-2025","BL004","CVA Transfers","Unconditional cash transfers","59086","57904","24320","6948","42270","EUR","Cash assistance payment","WASH","Service delivery","866","762","259","206","160","137","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","Cycle 3","170","166","28220","In progress","Port Sudan Base","Prepaid card","High"
"TXN-SYN-0335","2025-11-22","2025","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D008","Red Cross Movement","G-REDC-P005-2025","BL005","CVA Transfers","Winter cash top-up","60465","59860","25740","7782","45494","CHF","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0336","2025-12-01","2025","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D009","Private Foundation","G-PRIV-P006-2025","BL006","WASH Infrastructure","Water point rehabilitation","61844","61844","27211","8658","48856","USD","Health service support","Health","Support","904","814","277","220","171","146","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0337","2025-01-04","2025","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D010","Own Funds","G-OWNF-P001-2025","BL007","Health Services","Primary health service support","63223","63855","28735","9578","52361","EUR","Health service support","Health","In-kind","923","840","286","227","176","151","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0338","2025-02-07","2025","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D001","ECHO","G-ECHO-P002-2025","BL008","Logistics & Transport","Vehicle rental and fuel","64602","65894","30311","1977","47444","EUR","Cash assistance payment","CVA","Cash","942","867","295","234","182","156","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","188","20680","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0339","2025-03-10","2025","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D002","BMZ","G-BMZ-P003-2025","BL009","Training & Capacity Building","Branch and partner training","65981","67960","31941","2718","50969","EUR","Cash assistance payment","CVA","Cash","961","894","304","241","188","161","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","194","24250","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0340","2025-04-13","2025","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D003","GFFO","G-GFFO-P004-2025","BL010","Monitoring & Evaluation","PDM and field monitoring","67360","70054","33626","3503","42733","EUR","WASH service delivery","WASH","Service delivery","980","921","313","249","193","166","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0341","2025-05-16","2025","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D004","UNICEF","G-UNIC-P005-2025","BL011","Administration","Office running costs","68739","72176","35366","4331","46193","USD","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0342","2025-06-19","2025","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D005","USAID","G-USAI-P006-2025","BL012","Audit & Compliance","External audit and compliance checks","70118","68014","34007","4761","45569","USD","Health service support","Health","Support","1018","590","201","159","124","106","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0343","2025-07-22","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D006","AECID","G-AECI-P001-2025","BL014","Indirect Costs","Indirect cost recovery","71497","70067","35734","5605","49046","EUR","Health service support","Health","In-kind","1037","612","208","165","129","110","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0344","2025-08-01","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D007","EU Delegation","G-EUDE-P002-2025","BL001","Human Resources","National staff salaries","72876","72147","37516","6493","52667","EUR","Cash assistance payment","CVA","Cash","1056","634","216","171","133","114","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","Cycle 1","80","138","11040","Pending","Lviv Branch","Prepaid card","High"
"TXN-SYN-0345","2025-09-04","2025","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D008","Red Cross Movement","G-REDC-P003-2025","BL003","Programme Supplies","Medical and programme supplies","74255","74255","39355","7426","56434","CHF","Cash assistance payment","CVA","Cash","1075","656","223","177","138","118","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","143","13585","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0346","2025-10-07","2025","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D009","Private Foundation","G-PRIV-P004-2025","BL004","CVA Transfers","Unconditional cash transfers","75634","76390","41251","8403","60349","USD","Cash assistance payment","WASH","Service delivery","1094","678","231","183","142","122","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","147","16170","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0347","2025-11-10","2025","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D010","Own Funds","G-OWNF-P005-2025","BL005","CVA Transfers","Winter cash top-up","77013","78553","43204","9426","64413","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0348","2025-12-13","2025","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D001","ECHO","G-ECHO-P006-2025","BL006","WASH Infrastructure","Water point rehabilitation","78392","80744","45217","10497","68633","EUR","Health service support","Health","Support","1132","724","246","195","152","131","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0349","2025-01-16","2025","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D002","BMZ","G-BMZ-P001-2025","BL007","Health Services","Primary health service support","79771","82962","47288","11615","73007","EUR","Health service support","Health","In-kind","1151","748","254","202","157","135","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0350","2025-02-19","2025","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D003","GFFO","G-GFFO-P002-2025","BL008","Logistics & Transport","Vehicle rental and fuel","81150","85208","49421","12781","77539","EUR","Cash assistance payment","CVA","Cash","1170","772","262","208","162","140","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","168","28560","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0351","2025-03-22","2025","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D004","UNICEF","G-UNIC-P003-2025","BL009","Training & Capacity Building","Branch and partner training","82529","80053","47231","2402","64843","USD","Cash assistance payment","CVA","Cash","1189","797","271","215","167","144","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","173","32005","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0352","2025-04-01","2025","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D005","USAID","G-USAI-P004-2025","BL010","Monitoring & Evaluation","PDM and field monitoring","83908","82230","49338","3289","69073","USD","WASH service delivery","WASH","Service delivery","1208","821","279","222","172","148","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0353","2025-05-04","2025","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D006","AECID","G-AECI-P005-2025","BL011","Administration","Office running costs","85287","84434","51505","4222","73458","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0354","2025-06-07","2025","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D007","EU Delegation","G-EUDE-P006-2025","BL012","Audit & Compliance","External audit and compliance checks","86666","86666","53733","5200","78000","EUR","Health service support","Health","Support","1246","872","296","235","183","158","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","High"
"TXN-SYN-0355","2025-07-10","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D008","Red Cross Movement","G-REDC-P001-2025","BL014","Indirect Costs","Indirect cost recovery","88045","88925","56023","6225","82701","CHF","Health service support","Health","In-kind","1265","898","305","242","189","162","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0356","2025-08-13","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D009","Private Foundation","G-PRIV-P002-2025","BL001","Human Resources","National staff salaries","89424","91212","58376","7297","87564","USD","Cash assistance payment","CVA","Cash","1284","924","314","249","194","167","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","140","201","28140","Pending","Lviv Branch","Prepaid card","Low"
